uid,time,trade_id,price,amount,exchange,instrmnt,vol_dllr,sell2,Class,Asset,datetime,year,hour
89452535,1660522410000.0,60073468,8.913,3.4036,polo,dot-usdt,30.3362868,0.0,spot,dot,2022-08-15 00:13:30,2022,0
89452536,1660522414000.0,60073469,8.901,6.36991,polo,dot-usdt,56.69856891,0.0,spot,dot,2022-08-15 00:13:34,2022,0
89452537,1660522418000.0,60073470,8.919,6.282189999999999,polo,dot-usdt,56.03085261,0.0,spot,dot,2022-08-15 00:13:38,2022,0
89452538,1660522423000.0,60073471,8.904,6.73996,polo,dot-usdt,60.01260384,0.0,spot,dot,2022-08-15 00:13:43,2022,0
89452539,1660522427000.0,60073472,8.896,2.6167999999999996,polo,dot-usdt,23.2790528,0.0,spot,dot,2022-08-15 00:13:47,2022,0
89452540,1660522427000.0,60073473,8.896,0.09958,polo,dot-usdt,0.88586368,0.0,spot,dot,2022-08-15 00:13:47,2022,0
89452541,1660522441000.0,60073474,8.906,2.7374799999999997,polo,dot-usdt,24.37999688,0.0,spot,dot,2022-08-15 00:14:01,2022,0
89452542,1660522445000.0,60073475,8.912,3.2187099999999997,polo,dot-usdt,28.68514352,0.0,spot,dot,2022-08-15 00:14:05,2022,0
89452543,1660522449000.0,60073476,8.901,5.4671199999999995,polo,dot-usdt,48.66283512,0.0,spot,dot,2022-08-15 00:14:09,2022,0
89452544,1660522453000.0,60073477,8.895,3.72267,polo,dot-usdt,33.11314965,0.0,spot,dot,2022-08-15 00:14:13,2022,0
89452545,1660522458000.0,60073478,8.909,6.508729999999999,polo,dot-usdt,57.98627557,0.0,spot,dot,2022-08-15 00:14:18,2022,0
89452546,1660522462000.0,60073479,8.899,6.942229999999999,polo,dot-usdt,61.77890476999998,0.0,spot,dot,2022-08-15 00:14:22,2022,0
89452547,1660522467000.0,60073480,8.911,3.81974,polo,dot-usdt,34.03770314,0.0,spot,dot,2022-08-15 00:14:27,2022,0
89452548,1660522471000.0,60073481,8.917,4.21099,polo,dot-usdt,37.54939783,0.0,spot,dot,2022-08-15 00:14:31,2022,0
89452549,1660522476000.0,60073482,8.922,7.11161,polo,dot-usdt,63.44978442,0.0,spot,dot,2022-08-15 00:14:36,2022,0
89452550,1660522480000.0,60073483,8.905,2.0052900000000005,polo,dot-usdt,17.857107450000004,0.0,spot,dot,2022-08-15 00:14:40,2022,0
89452551,1660522489000.0,60073484,8.904,7.61193,polo,dot-usdt,67.77662472,0.0,spot,dot,2022-08-15 00:14:49,2022,0
89452552,1660522491000.0,60073485,8.927,1.6801300000000001,polo,dot-usdt,14.99852051,0.0,spot,dot,2022-08-15 00:14:51,2022,0
89452553,1660522494000.0,60073486,8.916,3.56926,polo,dot-usdt,31.82352216,0.0,spot,dot,2022-08-15 00:14:54,2022,0
89452554,1660522503000.0,60073487,8.909,5.45481,polo,dot-usdt,48.59690229,0.0,spot,dot,2022-08-15 00:15:03,2022,0
89452555,1660522507000.0,60073488,8.919,6.110849999999999,polo,dot-usdt,54.50267115,0.0,spot,dot,2022-08-15 00:15:07,2022,0
89452556,1660522509000.0,60073489,8.919,0.07774,polo,dot-usdt,0.69336306,0.0,spot,dot,2022-08-15 00:15:09,2022,0
89452557,1660522512000.0,60073490,8.905,3.0224,polo,dot-usdt,26.914472,0.0,spot,dot,2022-08-15 00:15:12,2022,0
89452558,1660522516000.0,60073491,8.897,3.41525,polo,dot-usdt,30.38547925,0.0,spot,dot,2022-08-15 00:15:16,2022,0
89452559,1660522520000.0,60073492,8.909,6.994009999999999,polo,dot-usdt,62.30963509,0.0,spot,dot,2022-08-15 00:15:20,2022,0
89452560,1660522525000.0,60073493,8.915,2.50381,polo,dot-usdt,22.32146615,0.0,spot,dot,2022-08-15 00:15:25,2022,0
89452561,1660522565000.0,60073494,8.914,7.372129999999999,polo,dot-usdt,65.71516682,0.0,spot,dot,2022-08-15 00:16:05,2022,0
89452562,1660522569000.0,60073495,8.926,3.7582099999999996,polo,dot-usdt,33.54578246,0.0,spot,dot,2022-08-15 00:16:09,2022,0
89452563,1660522580000.0,60073496,8.91,2.12933,polo,dot-usdt,18.9723303,0.0,spot,dot,2022-08-15 00:16:20,2022,0
89452564,1660522586000.0,60073497,8.901,2.10317,polo,dot-usdt,18.72031617,0.0,spot,dot,2022-08-15 00:16:26,2022,0
89452565,1660522591000.0,60073498,8.905,3.48356,polo,dot-usdt,31.0211018,0.0,spot,dot,2022-08-15 00:16:31,2022,0
89452566,1660522595000.0,60073499,8.898,6.92901,polo,dot-usdt,61.65433098,0.0,spot,dot,2022-08-15 00:16:35,2022,0
89452567,1660522600000.0,60073500,8.904,5.0815600000000005,polo,dot-usdt,45.24621024,0.0,spot,dot,2022-08-15 00:16:40,2022,0
89452568,1660522604000.0,60073501,8.907,3.08908,polo,dot-usdt,27.51443556,0.0,spot,dot,2022-08-15 00:16:44,2022,0
89452569,1660522608000.0,60073502,8.907,4.8553,polo,dot-usdt,43.2461571,0.0,spot,dot,2022-08-15 00:16:48,2022,0
89452570,1660522613000.0,60073503,8.907,8.047460000000001,polo,dot-usdt,71.67872622000002,0.0,spot,dot,2022-08-15 00:16:53,2022,0
89452572,1660522626000.0,60073505,8.898,2.45973,polo,dot-usdt,21.886677539999997,0.0,spot,dot,2022-08-15 00:17:06,2022,0
89452573,1660522630000.0,60073506,8.892,2.29785,polo,dot-usdt,20.4324822,0.0,spot,dot,2022-08-15 00:17:10,2022,0
89452574,1660522679000.0,60073507,8.904,2.54989,polo,dot-usdt,22.70422056,0.0,spot,dot,2022-08-15 00:17:59,2022,0
89452575,1660522688000.0,60073508,8.904,5.62099,polo,dot-usdt,50.04929496,0.0,spot,dot,2022-08-15 00:18:08,2022,0
89452576,1660522689000.0,60073509,8.904,0.00407,polo,dot-usdt,0.03623928,0.0,spot,dot,2022-08-15 00:18:09,2022,0
89452577,1660522691000.0,60073510,8.91,2.9999999999999997e-05,polo,dot-usdt,0.0002673,0.0,spot,dot,2022-08-15 00:18:11,2022,0
89452578,1660522692000.0,60073511,8.909,7.8724599999999985,polo,dot-usdt,70.13574614,0.0,spot,dot,2022-08-15 00:18:12,2022,0
89452579,1660522696000.0,60073512,8.925,1.8889999999999996,polo,dot-usdt,16.859325,0.0,spot,dot,2022-08-15 00:18:16,2022,0
89452580,1660522749000.0,60073513,8.923,4.05112,polo,dot-usdt,36.14814376,0.0,spot,dot,2022-08-15 00:19:09,2022,0
89452581,1660522753000.0,60073514,8.928,7.51673,polo,dot-usdt,67.10936544,0.0,spot,dot,2022-08-15 00:19:13,2022,0
89452582,1660522758000.0,60073515,8.928,2.15961,polo,dot-usdt,19.28099808,0.0,spot,dot,2022-08-15 00:19:18,2022,0
89452583,1660522762000.0,60073516,8.928,0.023479999999999997,polo,dot-usdt,0.20962944,0.0,spot,dot,2022-08-15 00:19:22,2022,0
89452584,1660522766000.0,60073517,8.928,2.3779199999999996,polo,dot-usdt,21.23006976,0.0,spot,dot,2022-08-15 00:19:26,2022,0
89452585,1660522775000.0,60073518,8.928,6.078119999999999,polo,dot-usdt,54.26545536,0.0,spot,dot,2022-08-15 00:19:35,2022,0
89452586,1660522780000.0,60073519,8.936,7.12545,polo,dot-usdt,63.6730212,0.0,spot,dot,2022-08-15 00:19:40,2022,0
89452587,1660522784000.0,60073520,8.936,5.39848,polo,dot-usdt,48.24081728,0.0,spot,dot,2022-08-15 00:19:44,2022,0
89452588,1660522789000.0,60073521,8.939,4.6618200000000005,polo,dot-usdt,41.67200898000001,0.0,spot,dot,2022-08-15 00:19:49,2022,0
89452589,1660522793000.0,60073522,8.941,2.1012,polo,dot-usdt,18.7868292,0.0,spot,dot,2022-08-15 00:19:53,2022,0
89452590,1660522793000.0,60073523,8.941,0.00013,polo,dot-usdt,0.00116233,0.0,spot,dot,2022-08-15 00:19:53,2022,0
89452591,1660522793000.0,60073524,8.929,8.98594,polo,dot-usdt,80.23545826,0.0,spot,dot,2022-08-15 00:19:53,2022,0
89452592,1660522797000.0,60073525,8.941,7.30536,polo,dot-usdt,65.31722376,0.0,spot,dot,2022-08-15 00:19:57,2022,0
89452593,1660522802000.0,60073526,8.94,5.764330000000001,polo,dot-usdt,51.53311020000001,0.0,spot,dot,2022-08-15 00:20:02,2022,0
89452594,1660522805000.0,60073527,8.94,0.12993000000000002,polo,dot-usdt,1.1615742,0.0,spot,dot,2022-08-15 00:20:05,2022,0
89452595,1660522811000.0,60073528,8.936,3.05031,polo,dot-usdt,27.25757016,0.0,spot,dot,2022-08-15 00:20:11,2022,0
89452596,1660522815000.0,60073529,8.939,3.278,polo,dot-usdt,29.302042,0.0,spot,dot,2022-08-15 00:20:15,2022,0
